track.name,Song_title.x,Artist,Genre,file_name,song_id,danceability,energy,key,key_name,loudness,mode,mode_name,speechiness,acousticness,instrumentalness,liveness,valence,valence_1000songs,std_valence_1000songs,arousal_1000songs,std_arousal_1000songs,tempo,track.id,track.preview_url,track.uri
Big Fun (New Ruckus),Big Fun (New Ruckus),Slumgum,Jazz,749.mp3,749,0.52,0.534,6,F#,-9.974,0,minor,0.0352,0.216,0.332,0.0936,0.715,4.9,1.4491,4.2,1.3166,105.193,1rmrsBTSI4OAG9fYpwpEsE,https://p.scdn.co/mp3-preview/ea57e2252108be39da5840f5871d56e6614d7720?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:1rmrsBTSI4OAG9fYpwpEsE
Freeway,Freeway,Kurt Vile,Pop,757.mp3,757,0.606,0.916,6,F#,-8.162,1,major,0.0371,0.14,0.356,0.132,0.889,6.1,1.4491,6,1.3333,111.563,66381EvBZ6e3RXzYATpGmN,https://p.scdn.co/mp3-preview/8072dd673b69a25e2487e4c371bf703bc4336bc3?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:66381EvBZ6e3RXzYATpGmN
Frozen Egg,Frozen Egg,Lame Drivers,Pop,759.mp3,759,0.278,0.904,4,E,-6.121,1,major,0.0431,0.0946,6.07e-4,0.513,0.81,5.9,1.1972,6.7,0.94868,154.27,0dqkma6elydngemQCgOl5g,https://p.scdn.co/mp3-preview/93649133fab3bd74e9965e88f6f75df984539e86?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0dqkma6elydngemQCgOl5g
Siesta,Siesta,Jahzzar,Pop,763.mp3,763,0.608,0.528,7,G,-11.04,1,major,0.0356,0.731,0.91,0.158,0.375,5.5,1.4337,3.5,1.5092,109.986,6ty63iXMBb2HtZTTo4srOz,https://p.scdn.co/mp3-preview/ac7ac2da3ce7a38825a86b919d7e20d1691a2a07?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:6ty63iXMBb2HtZTTo4srOz
Vogelbird,Vogelbird,Sleeping Policemen,Pop,764.mp3,764,0.408,0.66,9,A,-8.216,1,major,0.033,0.00245,8.92e-4,0.106,0.417,7.5,0.97183,6.3,1.7029,172.164,2o2LKS73kyhOl2xc4rlZyG,https://p.scdn.co/mp3-preview/228ce89c9bd1c36d9b299dca8547c6cdbb80a191?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:2o2LKS73kyhOl2xc4rlZyG
In The Early Months Of The Emergency,In The Early Months Of The Emergency,Ghost Hunter,Pop,775.mp3,775,0.242,0.523,0,C,-20.15,1,major,0.124,0.48,0.827,0.0598,0.137,4.4,1.5776,3.7,1.6364,199.243,38DTnqtIvAFy5j8pnB7qcF,https://p.scdn.co/mp3-preview/323633f9be3cdd106ea31337ec550a37e891305a?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:38DTnqtIvAFy5j8pnB7qcF
Through The Haze Of The Green Glasses,Through The Haze Of The Green Glasses,Ghost Hunter,Pop,776.mp3,776,0.585,0.821,7,G,-14.343,1,major,0.0654,0.0154,0.827,0.0996,0.169,4.5,2.3214,3.5,1.8409,101.985,5WmzFWjrW5grtDw43IG8jt,https://p.scdn.co/mp3-preview/e7f8c23c8a3c0ee4f51b5572586c7e9b91fa252a?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:5WmzFWjrW5grtDw43IG8jt
A Little Too Fast,A Little Too Fast,The Strangers,Pop,777.mp3,777,0.466,0.781,11,B,-8.465,0,minor,0.0397,0.285,3.25e-6,0.0706,0.778,5.1,2.2828,6.2,2.2509,96.923,0ij3805Igiih0dCQfjUq17,https://p.scdn.co/mp3-preview/4a0b4e806f70aa47cc37a8bd6fd503a172808fdf?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0ij3805Igiih0dCQfjUq17
Butterfly,Butterfly,Delicate Steve,Pop,781.mp3,781,0.649,0.569,9,A,-8.235,1,major,0.0658,0.0836,0.903,0.171,0.304,6.3,2.2136,4.9,2.1318,172.052,33wwhJ1srj6k9YqgnvfOay,https://p.scdn.co/mp3-preview/007a10c16885bf693e6b59d818ccffb5ef024b99?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:33wwhJ1srj6k9YqgnvfOay
Who Are You,Who Are You,The Strangers,Pop,782.mp3,782,0.561,0.973,9,A,-5.094,0,minor,0.0558,0.0981,2.75e-5,0.34,0.694,4.7,2.5841,7.2,1.4757,117.225,4wIxZ9oc4IwadioLQ4MEH8,https://p.scdn.co/mp3-preview/070cb83d52c65f26631101b48287adef23c6663b?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:4wIxZ9oc4IwadioLQ4MEH8
No Slow Dancing,No Slow Dancing,Austin Leonard Jones,Pop,789.mp3,789,0.526,0.402,7,G,-9.107,1,major,0.0266,0.551,0.156,0.119,0.484,5.2,2.044,3.9,2.3781,136.47,68C7g1i6hBMaVmjeemN4eA,https://p.scdn.co/mp3-preview/6af7e7a850daada53e2834b4ae24312e431edc4f?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:68C7g1i6hBMaVmjeemN4eA
City Sounds,City Sounds,Sycamore Drive,Pop,790.mp3,790,0.514,0.815,9,A,-3.547,0,minor,0.0626,0.245,0.732,0.167,0.521,5.4,1.5055,7.2,1.3166,97.349,63iIxelIziTn2VpmKJNEEg,https://p.scdn.co/mp3-preview/8cb7dab837507ff342defd976a04ac6f24874865?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:63iIxelIziTn2VpmKJNEEg
Beach Point Pleasant,Beach Point Pleasant,Ducktails,Pop,799.mp3,799,0.35,0.657,6,F#,-7.712,1,major,0.0382,0.765,0.911,0.288,0.542,5.6,0.69921,4.1,1.2867,128.195,3fq5Q5QbfTpEIzcwuhb3M9,https://p.scdn.co/mp3-preview/7a60171a7b396e5166dca75719218c9e4eddfebd?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:3fq5Q5QbfTpEIzcwuhb3M9
Marty Feldman,Marty Feldman,Keshco,Pop,801.mp3,801,0.119,0.667,1,C#,-20.183,0,minor,0.0747,0.529,0.872,0.422,0.0265,3.5,2.2236,3.3,2.1108,95.898,0pwAYD3U67bMj1VST6pTqi,https://p.scdn.co/mp3-preview/36dc143d4e32fdd18f927fbb350156cb4c5cc3af?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0pwAYD3U67bMj1VST6pTqi
Lost,Lost,Greg Gibbs,Pop,808.mp3,808,0.898,0.594,5,F,-10.576,1,major,0.0458,0.668,0.0432,0.121,0.753,4.3,1.9465,3.1,1.5951,100.005,0y3F93i8xQbIAXEnN0K4ll,https://p.scdn.co/mp3-preview/e0d5458c78595ba7d49cf90ab12e24b0ea73e871?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0y3F93i8xQbIAXEnN0K4ll
Wild & You,Wild & You,My Bubba & Mi,Pop,813.mp3,813,0.674,0.38,2,D,-10.401,1,major,0.0392,0.768,0.00215,0.0918,0.451,6.7,1.0593,6.2,1.2293,128.325,4PU0IUr4DjEcoKV5DA5JiS,https://p.scdn.co/mp3-preview/1af1c7013d13d747d21287dccb9b24931ae7a48b?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:4PU0IUr4DjEcoKV5DA5JiS
In Fielder,In Fielder,Miró Belle,Pop,818.mp3,818,0.701,0.882,7,G,-5.022,1,major,0.084,0.0325,0.894,0.273,0.6,6.8,1.4757,5.9,1.3703,109.742,08CDqSTWg9Wp7VI3OvJg7L,https://p.scdn.co/mp3-preview/0543eed771bfe529d8864a4a1322f502dcc4e523?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:08CDqSTWg9Wp7VI3OvJg7L
You Want It,You Want It,Gringo Star,Pop,823.mp3,823,0.469,0.782,6,F#,-6.658,1,major,0.0302,0.133,0.00254,0.0909,0.751,4.8,1.2293,4.8,1.6193,130.327,1yTsEGLUE9IdZDss430ae5,https://p.scdn.co/mp3-preview/47d0972e7a173f50a9c60a05c37011af4f7a0f8e?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:1yTsEGLUE9IdZDss430ae5
Untold Story,Untold Story,Sycamore Drive,Pop,824.mp3,824,0.534,0.954,6,F#,-3.591,0,minor,0.0768,0.106,0.932,0.178,0.158,7,1.0541,7.2,1.4757,131.813,2JjLhoWNtG5ArqOgPMW7Po,https://p.scdn.co/mp3-preview/ef66b9c039dcf7938d8a789e23e82e53a6913d72?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:2JjLhoWNtG5ArqOgPMW7Po
Through & Through,Through & Through,My Bubba & Mi,Pop,854.mp3,854,0.472,0.229,4,E,-12.387,1,major,0.0529,0.918,1.61e-5,0.108,0.354,3.8,1.5492,2.9,1.3703,77.956,5d1sK9lD7ondJZSMGs9m0f,https://p.scdn.co/mp3-preview/489fc857ef045aef2c51b6ffd03b47fe38fa8ba5?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:5d1sK9lD7ondJZSMGs9m0f
The Other Man,The Other Man,Sloan,Pop,856.mp3,856,0.592,0.662,6,F#,-7.122,0,minor,0.0281,0.00118,5.2e-4,0.385,0.495,5.6,0.84327,6.7,0.94868,117.93,5wtifIEA8OilqQAJN5Nj6V,https://p.scdn.co/mp3-preview/52483b40a8832d9c6876c977c1325eab6e1230c9?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:5wtifIEA8OilqQAJN5Nj6V
Love Me Like You,Love Me Like You,The Mythics,Pop,865.mp3,865,0.452,0.609,11,B,-5.235,1,major,0.0311,0.0341,0.439,0.0715,0.386,4.6,1.5776,2.8,1.8738,116.133,7efg9kT0H2hELLUUU4iptP,https://p.scdn.co/mp3-preview/3b67a8866e375b119d0ad70fd7909dea5fb3219e?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:7efg9kT0H2hELLUUU4iptP
Deep Thought Process,Deep Thought Process,Sycamore Drive,Pop,871.mp3,871,0.493,0.861,7,G,-3.192,1,major,0.0618,0.446,0.991,0.243,0.474,6,1.9437,6.4,1.4298,109.557,1Kk3JQmb62YsH1Rrk8yy8Z,https://p.scdn.co/mp3-preview/270b32bc7cf64bbfe1191a37456cac0e6f0ae5e7?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:1Kk3JQmb62YsH1Rrk8yy8Z
This Love's Got to Change,This Love's Got to Change,Black Math,Pop,874.mp3,874,0.174,0.992,2,D,-3.625,1,major,0.11,1.23e-5,0.691,0.702,0.598,4.4,2.0656,6.3,1.567,77.224,1hMohwBhrw5BvJkB5A4zbI,https://p.scdn.co/mp3-preview/ba81361c7ce6e9fede395ea8e034baf47491e4ce?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:1hMohwBhrw5BvJkB5A4zbI
Computer,Computer,State Shirt,Rock,879.mp3,879,0.568,0.704,2,D,-8.732,1,major,0.0578,0.0403,0.731,0.0759,0.426,6,1.3333,5.6,1.075,173.001,4dMuaUPtmzmHAytoEfF71R,https://p.scdn.co/mp3-preview/89af3cf7598b1d77ed9b037641b1c054d2b032b0?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:4dMuaUPtmzmHAytoEfF71R
Old White Eye,Old White Eye,Ghost Hunter,Rock,884.mp3,884,0.531,0.695,5,F,-11.604,1,major,0.102,0.471,0.451,0.127,0.325,5,1.5635,5.5,2.0683,109.892,2RBEjeuKV2PRpcNgGaaw7b,https://p.scdn.co/mp3-preview/23afecb5041eb03ce46bd6012698788a2332e2e1?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:2RBEjeuKV2PRpcNgGaaw7b
Mariachi Bandits of Gatling Gun Ridge,Mariachi Bandits of Gatling Gun Ridge,krackatoa,Rock,886.mp3,886,0.639,0.588,11,B,-14.133,0,minor,0.0316,0.319,0.956,0.0815,0.354,5.4,1.4298,5.9,0.99443,120.018,7w02LkCrPVfSnV3OG7tcK2,https://p.scdn.co/mp3-preview/1a1eea44cd30131d7896441fc162cbc725af5475?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:7w02LkCrPVfSnV3OG7tcK2
Requiem for a Fish,Requiem for a Fish,The Freak Fandango Orchestra,Rock,889.mp3,889,0.637,0.751,0,C,-4.755,0,minor,0.0416,8.36e-4,0.666,0.532,0.965,7.2,1.6193,6.9,1.792,137.644,5ndZGKQNuD79AVFrQoeuHl,https://p.scdn.co/mp3-preview/d47dca0e76cba4f78fed01d88e4c8176c09d9b62?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:5ndZGKQNuD79AVFrQoeuHl
Photosphere,Photosphere,Charles Atlas,Rock,925.mp3,925,0.606,0.256,2,D,-15.565,1,major,0.0409,0.598,0.858,0.0915,0.0387,5.7,1.7029,4.9,1.5951,116.745,5N8vwIobINlQXiWXEc1YKp,https://p.scdn.co/mp3-preview/a35f5f2fe1c368b13007ae65a897a5b9ccb27f3d?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:5N8vwIobINlQXiWXEc1YKp
Other Side,Other Side,Lame Drivers,Rock,934.mp3,934,0.569,0.795,4,E,-4.659,1,major,0.031,0.0105,2.76e-5,0.149,0.499,6.4,1.7127,6.2,1.8738,116.373,5uqntkeUp9djXTXbxMGqSj,https://p.scdn.co/mp3-preview/0aaa1488810b03e82a87fb7e551d4e8b24503c38?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:5uqntkeUp9djXTXbxMGqSj
Plumy Tale,Plumy Tale,Dumbo Gets Mad,Rock,936.mp3,936,0.373,0.783,8,G#,-6.579,1,major,0.0311,4.22e-4,0.921,0.267,0.611,4.7,1.767,5.4,1.6465,97.918,2rv28aDs6dOtF82hmoKgXD,https://p.scdn.co/mp3-preview/0a9da64c70d9da1223cf06a98fad82bdc54610cb?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:2rv28aDs6dOtF82hmoKgXD
Santa Leone,Santa Leone,Pajaro,Rock,942.mp3,942,0.506,0.578,11,B,-7.407,0,minor,0.028,0.154,0.926,0.13,0.45,4.1,2.079,4.8,1.6865,100.078,2mCzSMAq34LZgDr7WToIXl,https://p.scdn.co/mp3-preview/f1b87522a5a3150553fdd1495e9aafbceb03c3dc?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:2mCzSMAq34LZgDr7WToIXl
Hey Grrl,Hey Grrl,Shark,Rock,944.mp3,944,0.143,0.964,11,B,-4.5,1,major,0.134,0.00641,0.00329,0.104,0.0547,6.5,1.2693,7.1,0.99443,179.509,4n6XDbKer2uSuLl4VZqPjP,https://p.scdn.co/mp3-preview/34bc4fb051819058faf9d445665ba2a45ccd5c8f?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:4n6XDbKer2uSuLl4VZqPjP
Favorite Secrets,Favorite Secrets,Waylon Thornton,Rock,949.mp3,949,0.812,0.79,1,C#,-7.645,0,minor,0.0354,1.28e-4,0.813,0.269,0.571,6.1,1.2867,5.7,1.567,117.454,42cZJ4rFyi0GFDEdX0mokR,https://p.scdn.co/mp3-preview/034997296d54d57f320c8b0453c87a73a0b03459?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:42cZJ4rFyi0GFDEdX0mokR
Indyair,Indyair,springtide,Rock,959.mp3,959,0.243,0.505,2,D,-8.594,1,major,0.0405,1.32e-5,0.852,0.362,0.216,6.4,2.1187,6.2,2.044,120.1,6GVQO3X3fO2HwfC4LpP2Vu,https://p.scdn.co/mp3-preview/6357c3c399d11b5861dc73069d9056d941b20638?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:6GVQO3X3fO2HwfC4LpP2Vu
Helix Nebula,Helix Nebula,Anamanaguchi,Rock,960.mp3,960,0.393,0.993,1,C#,-4.257,0,minor,0.105,2.79e-4,0.921,0.146,0.274,7.7,0.82327,7.7,1.3375,149.971,1dcmLPmtJPaTGo3wr9SKDI,https://p.scdn.co/mp3-preview/34a22031c568d12bc33ec30d66504098d82368dc?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:1dcmLPmtJPaTGo3wr9SKDI
Crucial Contact,Crucial Contact,Karl Blau,Rock,974.mp3,974,0.425,0.51,11,B,-10.59,1,major,0.092,0.823,0.654,0.272,0.532,4.2,1.8738,4.1,1.7288,156.45,3A797MbF1QaWIr6Ij580u8,https://p.scdn.co/mp3-preview/608ebab7c2b6c19659d898fb7c9a7b500afa35a0?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:3A797MbF1QaWIr6Ij580u8
Suck City,Suck City,Black Math,Rock,977.mp3,977,0.292,0.635,0,C,-4.374,1,major,0.052,0,0.911,0.208,0.134,3.5,1.7159,7.3,1.0593,89.853,1UncV8tg1UrKSd936eN3bz,https://p.scdn.co/mp3-preview/d387d77377ed0f1528b23c9e292124d47d024fa1?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:1UncV8tg1UrKSd936eN3bz
Absolutely Gorgeous,Absolutely Gorgeous,krackatoa,Rock,978.mp3,978,0.575,0.987,1,C#,-3.948,1,major,0.055,7.87e-5,0.776,0.47,0.308,6.1,2.1318,7.7,1.4944,121.323,7q1dUtd4oOJF376ZEdC3yz,https://p.scdn.co/mp3-preview/fe4a66aee6354e6af15ca4516bac0fbe2f036d4f?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:7q1dUtd4oOJF376ZEdC3yz
Deck the Halls,Deck the Halls,Rue Royale,Rock,979.mp3,979,0.554,0.324,11,B,-14.269,1,major,0.0299,0.907,0.116,0.111,0.447,5.5,1.9579,3.1,1.6633,144.078,21F3BSkJAEiUAt34fdR6Yn,https://p.scdn.co/mp3-preview/ec2bbeb8e048cc211f8917234719822959a79ed5?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:21F3BSkJAEiUAt34fdR6Yn
Tell The Police The Truth,Tell The Police The Truth,Mahjongg,Rock,980.mp3,980,0.57,0.783,3,D#,-6.502,0,minor,0.0318,2.59e-4,0.772,0.112,0.968,4.3,1.8288,5.8,1.2293,132.283,4mmXB9JVEIQbNbWcrQE715,https://p.scdn.co/mp3-preview/61403e9ca3aaaaec78100570c26bb2b05f865baf?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:4mmXB9JVEIQbNbWcrQE715
Moving Away,Moving Away,Moore & Sons,Rock,991.mp3,991,0.661,0.302,1,C#,-16.06,0,minor,0.358,0.0735,0,0.123,0.461,3.5,1.5811,3.1,1.3703,111.313,4ApdnOTaOnq8whD0nZqOY7,https://p.scdn.co/mp3-preview/edf7a5b1f47113844cd2e615a6d802abc3ee0dfa?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:4ApdnOTaOnq8whD0nZqOY7
NA,Tonight  A Lonely Century,The New Mystikal Troubadours,Blues,2.mp3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.66667,3.1,0.99443,NA,NA,NA,NA
NA,DD Groove,Kevin MacLeod,Blues,3.mp3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,1.7029,3.5,1.8409,NA,NA,NA,NA
NA,Slow Burn,Kevin MacLeod,Blues,4.mp3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,1.7159,5.7,1.4944,NA,NA,NA,NA
NA,Hustle,Kevin MacLeod,Blues,7.mp3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,1.7764,5.8,1.5492,NA,NA,NA,NA
NA,Dirt Rhodes,Kevin MacLeod,Blues,8.mp3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,1.6193,3.2,1.4757,NA,NA,NA,NA
NA,Stormy Blues,Arne Bang Huseby,Blues,10.mp3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,1.9465,4,1.7638,NA,NA,NA,NA
NA,Rebel Blues,Sul Rebel,Blues,12.mp3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,1.9889,5.5,2.0138,NA,NA,NA,NA
NA,Fjcb Reddit Gtr Fills Mix,Phoephus,Blues,17.mp3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2.1602,4.4,1.8974,NA,NA,NA,NA
NA,Beat The Devil's Tattoo (Live @ KEXP),Black Rebel Motorcycle Club,Blues,18.mp3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,1.4491,4.8,1.8135,NA,NA,NA,NA
NA,Blues Shuffle in A One Take Improv Exercise,Stevie's Amp Shack,Blues,20.mp3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,2.2236,5.4,2.6331,NA,NA,NA,NA
NA,My War Blues,Cian Nugent,Blues,21.mp3,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,1.4944,6.6,0.96609,NA,NA,NA,NA
NA,The Holy Feele,The New Mystikal Troubadours,Blues,22.mp3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,1.5492,4,1.4142,NA,NA,NA,NA
NA,Workin Boy Blues,Bombay Laughing Club,Blues,24.mp3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,1.8529,5.3,1.7029,NA,NA,NA,NA
NA,RL Got Soul,The Jon Spencer Blues Explosion,Blues,25.mp3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,2.6687,7.9,0.73786,NA,NA,NA,NA
NA,All is Right,Short Hand,Blues,31.mp3,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,1.6193,4.7,1.6364,NA,NA,NA,NA
NA,Princely & Comely,The Agrarians,Blues,32.mp3,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,1.567,4.2,1.8738,NA,NA,NA,NA
NA,Apoli,Olima Anditi,Blues,35.mp3,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,2.2236,4.8,2.2509,NA,NA,NA,NA
NA,You And Me Baby (Holding On) (Live @ KEXP),Chuck Prophet,Blues,40.mp3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,1.6193,4.6,1.3499,NA,NA,NA,NA
NA,Like Nothing Else,The New Mystikal Troubadours,Blues,41.mp3,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,1.3703,4.3,1.7029,NA,NA,NA,NA
NA,A Cinematic Influence,The New Mystikal Troubadours,Blues,42.mp3,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,2.0248,6.1,1.6633,NA,NA,NA,NA
NA,PuritansToo,The Agrarians,Blues,43.mp3,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1.5811,6.7,2.4518,NA,NA,NA,NA
NA,Walkabout,Digital Primitives,Blues,44.mp3,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,1.6633,3.9,1.1005,NA,NA,NA,NA
NA,Untitled 05,Mountain Cult,Blues,45.mp3,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.4491,5.1,2.5582,NA,NA,NA,NA
NA,Shes Too Fat,Little Howlin' Wolf,Blues,46.mp3,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.8257,5.3,2.0575,NA,NA,NA,NA
NA,Boulevard St Germain,Jahzzar,Blues,47.mp3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,1.6465,4.4,1.8379,NA,NA,NA,NA
NA,Our Sacred Cues,The New Mystikal Troubadours,Blues,48.mp3,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,1.8738,4.5,1.9579,NA,NA,NA,NA
NA,Our Nights on the Turnpike,The Agrarians,Blues,49.mp3,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,1.2517,3.9,1.3703,NA,NA,NA,NA
NA,Railroad's Whiskey Co,Jahzzar,Blues,50.mp3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,1.1353,3.6,1.075,NA,NA,NA,NA
NA,Fathers Tell Yr Sons,The Agrarians,Blues,51.mp3,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,1.0328,3.6,1.1738,NA,NA,NA,NA
NA,Recognize An Hour Divine,The Agrarians,Blues,52.mp3,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,1.912,4.6,1.1738,NA,NA,NA,NA
NA,Owed to Old Poets  Our Role in the Play,The New Mystikal Troubadours,Blues,53.mp3,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,1.792,4.3,2.4967,NA,NA,NA,NA
NA,The Truth Is What We Make of It,The Agrarians,Blues,59.mp3,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,2.0248,5.3,1.8288,NA,NA,NA,NA
NA,Heat Index,Michael Chapman & The Woodpiles,Blues,60.mp3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,0.5164,4.3,1.567,NA,NA,NA,NA
NA,Baby's Got Morphine Eyes,Zombie Prom Queen,Blues,62.mp3,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,1.2867,6.2,0.91894,NA,NA,NA,NA
NA,Jungle Love Revisited,The New Mystikal Troubadours,Blues,64.mp3,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,1.6633,3.6,1.3499,NA,NA,NA,NA
NA,Gadzooks,The Jon Spencer Blues Explosion,Blues,67.mp3,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,1.4757,7.2,0.78881,NA,NA,NA,NA
NA,Sixes & Sevens (Excerpt),Cian Nugent,Blues,68.mp3,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,1.7288,3.8,1.3984,NA,NA,NA,NA
NA,Keep Your Lamp Trimmed And Burning [traditional],Billy Childish,Blues,69.mp3,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,0.8756,3.2,0.91894,NA,NA,NA,NA
NA,Deportee,Michael Chapman & The Woodpiles,Blues,70.mp3,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,1.5055,4.4,1.7764,NA,NA,NA,NA
NA,The Daily Dose Age,The Agrarians,Blues,71.mp3,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,0.82327,5.9,1.5951,NA,NA,NA,NA
NA,Bona Fide,Crete Boom,Blues,72.mp3,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,2.1187,6.7,1.8288,NA,NA,NA,NA
NA,Lalalala,Solo Dja Kabako,Blues,73.mp3,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,1.8379,5.8,1.8135,NA,NA,NA,NA
NA,Interview,Mount Carmel,Blues,74.mp3,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,1.4944,3,1.7638,NA,NA,NA,NA
NA,Untitled 07,Mountain Cult,Blues,76.mp3,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,1.9322,4.3,1.4944,NA,NA,NA,NA
