track.name,Song_title,danceability,energy,key,key_name,loudness,mode,mode_name,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track.id,track.preview_url,track.uri
I Remember You,I Remember You,0.448,0.501,5,F,-9.146,1,major,0.0318,0.894,0.652,0.0964,0.202,104.663,26xmR9YgWxx84ybG7LyDcb,https://p.scdn.co/mp3-preview/9bea772b14edb150ed0534f6ed0f56617b3749e4?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:26xmR9YgWxx84ybG7LyDcb
Balancing Act,Balancing Act,0.652,0.492,9,A,-11.116,1,major,0.174,0.24,0,0.236,0.782,133.911,5Xw4bKEFSMAOCASvmNwSrJ,https://p.scdn.co/mp3-preview/affc40e564a92782ee9723762b9635ca42809abf?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:5Xw4bKEFSMAOCASvmNwSrJ
Sweet Georgia Brown,Sweet Georgia Brown,0.923,0.431,2,D,-5.893,1,major,0.0601,0.565,0.962,0.1,0.946,117.001,3tErGlmiNA0zKnEdeNqRkI,https://p.scdn.co/mp3-preview/4459fbbf7fef1c59c3bf4d6833eecd71583100ee?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:3tErGlmiNA0zKnEdeNqRkI
Menilmontant,Menilmontant,0.824,0.328,7,G,-6.73,1,major,0.0866,0.832,0.803,0.331,0.488,93.041,6QFcy3WXiKlVf5b9HxLipB,https://p.scdn.co/mp3-preview/5e20512b9ef232b866e37ae397bd2357469d402e?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:6QFcy3WXiKlVf5b9HxLipB
Songe D'automne,Songe D'automne,0.823,0.33,5,F,-7.076,0,minor,0.055,0.911,0.927,0.123,0.552,108.016,0RAH82U6PcWHpHf8ud1668,https://p.scdn.co/mp3-preview/fa1c7847d6578eb7c2eba367dfb67d3625d071e4?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0RAH82U6PcWHpHf8ud1668
Chosen Kale Mazel Tov,Chosen Kale Mazel Tov,0.393,0.603,2,D,-9.621,0,minor,0.0844,0.105,0.00752,0.158,0.772,157.401,4HmtGWAYWHAJRHwDR8p8Y1,https://p.scdn.co/mp3-preview/3a9ace0094231e4274396dee4322c186400bdb32?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:4HmtGWAYWHAJRHwDR8p8Y1
Devil With the Devil,Devil With the Devil,0.774,0.495,7,G,-9.063,1,major,0.0421,0.578,2.51e-6,0.0696,0.817,136.522,4rdjk46oMgNuO578noAyhN,https://p.scdn.co/mp3-preview/fb6ad61e14dfb4b8313d16852b5cf85d35fca867?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:4rdjk46oMgNuO578noAyhN
Schumann Resonance 14.1hz - Nature,Schumann Resonance 14.1hz - Nature,0.317,0.0408,4,E,-28.224,0,minor,0.0424,0.412,0.647,0.0967,0.222,79.201,5VHd86yULKAiGnxxjluXPv,https://p.scdn.co/mp3-preview/4ca4ca11ce317f76b9dc7f3b1ac54637aa830520?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:5VHd86yULKAiGnxxjluXPv
Magic of Fog,Magic of Fog,0.294,0.368,4,E,-15.144,0,minor,0.0373,0.94,0.944,0.11,0.156,151.693,3sR9k7xeArYMUk3UTRAyDS,https://p.scdn.co/mp3-preview/3562e3bee8751ef98078acfd98edde2cf3514996?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:3sR9k7xeArYMUk3UTRAyDS
Impressive,Impressive,0.352,0.746,11,B,-9.157,0,minor,0.0536,0.025,0.178,0.22,0.694,112.002,64wnQ02z7UindpWdWHD0Ph,https://p.scdn.co/mp3-preview/bf58c8e92cc4aea039f436656c470897b2a6d3ac?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:64wnQ02z7UindpWdWHD0Ph
The Keeper,The Keeper,0.776,0.57,5,F,-7.634,0,minor,0.0326,0.228,0.184,0.0826,0.414,85.052,5hmf3hRQMaDIWuZT1zX3ue,https://p.scdn.co/mp3-preview/2e3e092f82a802266d86516e58a96eb81a3abf7b?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:5hmf3hRQMaDIWuZT1zX3ue
Amari Szi (Live),Amari Szi (Live),0.563,0.721,7,G,-9.372,0,minor,0.0408,0.811,0.0105,0.414,0.487,146.914,3LY7LocDCMMbUwSNfjGUEW,https://p.scdn.co/mp3-preview/20b77927cca7d63968a7b12e045f4c4cca46915a?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:3LY7LocDCMMbUwSNfjGUEW
Jovanko,Jovanko,0.431,0.475,7,G,-8.476,1,major,0.0493,0.476,0.0263,0.11,0.764,197.81,2oyBVKmbKn7XFhX6G9Todz,https://p.scdn.co/mp3-preview/d01c43b41fab96da59527d9c9db96ec1c151d495?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:2oyBVKmbKn7XFhX6G9Todz
Dances and Dames,Dances and Dames,0.591,0.0676,8,G#,-27.349,1,major,0.0461,0.798,0.905,0.111,0.627,120.018,4tYNRUh16ub8NVvLqqZu7x,https://p.scdn.co/mp3-preview/d5476327ed04299255b1a462b2d0a48ff5b9e4ad?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:4tYNRUh16ub8NVvLqqZu7x
As I Figure,As I Figure,0.788,0.281,4,E,-19.16,0,minor,0.0393,0.871,0.863,0.106,0.676,120.01,0GorvgaFJD0T7W2c2PRwwX,https://p.scdn.co/mp3-preview/aca4a659c9495adbd7bc6b070994ef8242805769?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0GorvgaFJD0T7W2c2PRwwX
Underscore Underwear,Underscore Underwear,0.716,0.197,2,D,-16.521,1,major,0.0603,0.277,1.92e-4,0.102,0.555,109.953,0wSDp25h0gNaVLDVS9JI9c,https://p.scdn.co/mp3-preview/b04055ac09b45eb0c0dadfce9fa6c0e0141eafb2?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0wSDp25h0gNaVLDVS9JI9c
Cocek,Cocek,0.529,0.415,7,G,-11.435,1,major,0.0317,0.579,0.0331,0.101,0.622,93.921,1r10cOQkbZaltrcIIri9wi,https://p.scdn.co/mp3-preview/f1d17ce04842a1251a73ef0a2b10cf70390a5183?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:1r10cOQkbZaltrcIIri9wi
Mic Check,Mic Check,0.694,0.86,7,G,-9.818,1,major,0.345,0.241,0,0.109,0.623,140.076,6bks0Y6VHePtYzto4doYmK,https://p.scdn.co/mp3-preview/af5b86f3cb3bb98c474e1f627cc3e6bbcf279f8c?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:6bks0Y6VHePtYzto4doYmK
April Showers,April Showers,0.801,0.546,11,B,-7.256,1,major,0.132,0.28,0.929,0.141,0.902,94,04KsMCb9PZE2S0AtUU8Jhb,https://p.scdn.co/mp3-preview/fb4523e842271ccbe3d7a1c4e23e7da69536768d?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:04KsMCb9PZE2S0AtUU8Jhb
Octopus,Octopus,0.557,0.611,2,D,-9.756,1,major,0.0588,0.214,0.475,0.322,0.683,91.309,4jWjLcGgd1EudYl89puQ0d,https://p.scdn.co/mp3-preview/9669041f5c8f6e1fb96a40256b506ae374f283e3?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:4jWjLcGgd1EudYl89puQ0d
Magdalena,Magdalena,0.367,0.463,7,G,-8.873,1,major,0.0412,0.59,1.58e-4,0.061,0.387,81.594,3jWdKp1RnPFQOOmiJh7GZq,https://p.scdn.co/mp3-preview/5a52b1d1fb9cd1cbc661733f235082a3bb24e174?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:3jWdKp1RnPFQOOmiJh7GZq
Dobur Vecher,Dobur Vecher,0.431,0.468,7,G,-9.916,1,major,0.0474,0.139,1.04e-5,0.0794,0.809,196.669,0ZjFBRNp9ywjGJ75TIinYe,https://p.scdn.co/mp3-preview/736bccf10a2e9013ff3b4034b1ee59187170c79d?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0ZjFBRNp9ywjGJ75TIinYe
Mad About You,Mad About You,0.304,0.341,5,F,-10.815,1,major,0.0304,0.686,0.895,0.136,0.104,138.838,10qtastwfJzlRMwYsKg4rp,https://p.scdn.co/mp3-preview/b46f79038485a2297cc932cb496acf1eb20c951d?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:10qtastwfJzlRMwYsKg4rp
Invisible Walls,Invisible Walls,0.678,0.498,10,A#,-9.864,0,minor,0.0354,0.0134,0.766,0.0985,0.626,94.064,1RppQvUL0uzitlS0NuvMOI,https://p.scdn.co/mp3-preview/9728fe7e2f5bb7aeb50061537eb240150fce92d3?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:1RppQvUL0uzitlS0NuvMOI
Some Other Place,Some Other Place,0.498,0.391,4,E,-14.077,1,major,0.0311,0.782,0.00294,0.105,0.299,149.763,6SskqEqhYXedFp39KhosHh,https://p.scdn.co/mp3-preview/6ad796b297de39abea4357582f292e8cb8d1d5a1?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:6SskqEqhYXedFp39KhosHh
Blue Draggish,Blue Draggish,0.668,0.511,2,D,-9.519,0,minor,0.0439,0.438,1.24e-4,0.101,0.679,144.95,5Ocs6TpIC2UMySFPUGOqGh,https://p.scdn.co/mp3-preview/af7c40a35cbacd32a497260b6e81c204f0d32da1?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:5Ocs6TpIC2UMySFPUGOqGh
Broken String,Broken String,0.712,0.167,2,D,-16.378,1,major,0.0723,0.586,0.37,0.292,0.413,114.227,2Ar1NiGkBxbnfF6E7pTVK4,https://p.scdn.co/mp3-preview/8beee750d98b94c3144ed11809a2689b27f251ad?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:2Ar1NiGkBxbnfF6E7pTVK4
Tasky,Tasky,0.633,0.451,1,C#,-10.596,1,major,0.265,0.758,0.00893,0.0965,0.473,123.426,1ymx4SZ3drxdYGUzgWK7C2,https://p.scdn.co/mp3-preview/6551354d50aba175258c2ac527b879c11470c750?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:1ymx4SZ3drxdYGUzgWK7C2
Capadócia,Capadócia,0.756,0.549,6,F#,-9.878,1,major,0.0761,0.212,0.851,0.102,0.645,142.948,01vHPjEbX2LUG1BAHELAcm,https://p.scdn.co/mp3-preview/cfb71300594c980ebf8bdc648d43f075764903d9?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:01vHPjEbX2LUG1BAHELAcm
Night Drive,Night Drive,0.581,0.521,9,A,-12.808,0,minor,0.0545,0.957,0.929,0.0896,0.842,131.823,6A4IJRDt6k5iV4rkkptvvv,https://p.scdn.co/mp3-preview/eada17c7ccad741d94169c69c3ea3c03e7c68661?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:6A4IJRDt6k5iV4rkkptvvv
Big Fun (New Ruckus),Big Fun (New Ruckus),0.52,0.534,6,F#,-9.974,0,minor,0.0352,0.216,0.332,0.0936,0.715,105.193,1rmrsBTSI4OAG9fYpwpEsE,https://p.scdn.co/mp3-preview/ea57e2252108be39da5840f5871d56e6614d7720?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:1rmrsBTSI4OAG9fYpwpEsE
Freeway,Freeway,0.606,0.916,6,F#,-8.162,1,major,0.0371,0.14,0.356,0.132,0.889,111.563,66381EvBZ6e3RXzYATpGmN,https://p.scdn.co/mp3-preview/8072dd673b69a25e2487e4c371bf703bc4336bc3?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:66381EvBZ6e3RXzYATpGmN
Frozen Egg,Frozen Egg,0.278,0.904,4,E,-6.121,1,major,0.0431,0.0946,6.07e-4,0.513,0.81,154.27,0dqkma6elydngemQCgOl5g,https://p.scdn.co/mp3-preview/93649133fab3bd74e9965e88f6f75df984539e86?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0dqkma6elydngemQCgOl5g
Siesta,Siesta,0.608,0.528,7,G,-11.04,1,major,0.0356,0.731,0.91,0.158,0.375,109.986,6ty63iXMBb2HtZTTo4srOz,https://p.scdn.co/mp3-preview/ac7ac2da3ce7a38825a86b919d7e20d1691a2a07?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:6ty63iXMBb2HtZTTo4srOz
Vogelbird,Vogelbird,0.408,0.66,9,A,-8.216,1,major,0.033,0.00245,8.92e-4,0.106,0.417,172.164,2o2LKS73kyhOl2xc4rlZyG,https://p.scdn.co/mp3-preview/228ce89c9bd1c36d9b299dca8547c6cdbb80a191?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:2o2LKS73kyhOl2xc4rlZyG
In The Early Months Of The Emergency,In The Early Months Of The Emergency,0.242,0.523,0,C,-20.15,1,major,0.124,0.48,0.827,0.0598,0.137,199.243,38DTnqtIvAFy5j8pnB7qcF,https://p.scdn.co/mp3-preview/323633f9be3cdd106ea31337ec550a37e891305a?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:38DTnqtIvAFy5j8pnB7qcF
Through The Haze Of The Green Glasses,Through The Haze Of The Green Glasses,0.585,0.821,7,G,-14.343,1,major,0.0654,0.0154,0.827,0.0996,0.169,101.985,5WmzFWjrW5grtDw43IG8jt,https://p.scdn.co/mp3-preview/e7f8c23c8a3c0ee4f51b5572586c7e9b91fa252a?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:5WmzFWjrW5grtDw43IG8jt
A Little Too Fast,A Little Too Fast,0.466,0.781,11,B,-8.465,0,minor,0.0397,0.285,3.25e-6,0.0706,0.778,96.923,0ij3805Igiih0dCQfjUq17,https://p.scdn.co/mp3-preview/4a0b4e806f70aa47cc37a8bd6fd503a172808fdf?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0ij3805Igiih0dCQfjUq17
Butterfly,Butterfly,0.649,0.569,9,A,-8.235,1,major,0.0658,0.0836,0.903,0.171,0.304,172.052,33wwhJ1srj6k9YqgnvfOay,https://p.scdn.co/mp3-preview/007a10c16885bf693e6b59d818ccffb5ef024b99?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:33wwhJ1srj6k9YqgnvfOay
Who Are You,Who Are You,0.561,0.973,9,A,-5.094,0,minor,0.0558,0.0981,2.75e-5,0.34,0.694,117.225,4wIxZ9oc4IwadioLQ4MEH8,https://p.scdn.co/mp3-preview/070cb83d52c65f26631101b48287adef23c6663b?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:4wIxZ9oc4IwadioLQ4MEH8
No Slow Dancing,No Slow Dancing,0.526,0.402,7,G,-9.107,1,major,0.0266,0.551,0.156,0.119,0.484,136.47,68C7g1i6hBMaVmjeemN4eA,https://p.scdn.co/mp3-preview/6af7e7a850daada53e2834b4ae24312e431edc4f?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:68C7g1i6hBMaVmjeemN4eA
City Sounds,City Sounds,0.514,0.815,9,A,-3.547,0,minor,0.0626,0.245,0.732,0.167,0.521,97.349,63iIxelIziTn2VpmKJNEEg,https://p.scdn.co/mp3-preview/8cb7dab837507ff342defd976a04ac6f24874865?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:63iIxelIziTn2VpmKJNEEg
Beach Point Pleasant,Beach Point Pleasant,0.35,0.657,6,F#,-7.712,1,major,0.0382,0.765,0.911,0.288,0.542,128.195,3fq5Q5QbfTpEIzcwuhb3M9,https://p.scdn.co/mp3-preview/7a60171a7b396e5166dca75719218c9e4eddfebd?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:3fq5Q5QbfTpEIzcwuhb3M9
Marty Feldman,Marty Feldman,0.119,0.667,1,C#,-20.183,0,minor,0.0747,0.529,0.872,0.422,0.0265,95.898,0pwAYD3U67bMj1VST6pTqi,https://p.scdn.co/mp3-preview/36dc143d4e32fdd18f927fbb350156cb4c5cc3af?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0pwAYD3U67bMj1VST6pTqi
Son of a Systems Engineer Manager,Son of a Systems Engineer Manager,0.344,0.153,3,D#,-19.274,1,major,0.0599,0.966,0.73,0.113,0.04,82.459,083roIg73eRNIUWywslLnq,https://p.scdn.co/mp3-preview/b893fd08e8b3a04b5c43833c0764dd5817124175?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:083roIg73eRNIUWywslLnq
Christmas Day with Me,Christmas Day with Me,0.74,0.743,9,A,-4.121,0,minor,0.0347,0.441,2.02e-5,0.336,0.964,147.057,124vdYMc0D7UbV5J1Xpa7X,https://p.scdn.co/mp3-preview/fbf5c2233032da76e1632d6d66148444ac4bfaf2?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:124vdYMc0D7UbV5J1Xpa7X
Lost,Lost,0.898,0.594,5,F,-10.576,1,major,0.0458,0.668,0.0432,0.121,0.753,100.005,0y3F93i8xQbIAXEnN0K4ll,https://p.scdn.co/mp3-preview/e0d5458c78595ba7d49cf90ab12e24b0ea73e871?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0y3F93i8xQbIAXEnN0K4ll
Wild & You,Wild & You,0.674,0.38,2,D,-10.401,1,major,0.0392,0.768,0.00215,0.0918,0.451,128.325,4PU0IUr4DjEcoKV5DA5JiS,https://p.scdn.co/mp3-preview/1af1c7013d13d747d21287dccb9b24931ae7a48b?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:4PU0IUr4DjEcoKV5DA5JiS
In Fielder,In Fielder,0.701,0.882,7,G,-5.022,1,major,0.084,0.0325,0.894,0.273,0.6,109.742,08CDqSTWg9Wp7VI3OvJg7L,https://p.scdn.co/mp3-preview/0543eed771bfe529d8864a4a1322f502dcc4e523?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:08CDqSTWg9Wp7VI3OvJg7L
You Want It,You Want It,0.469,0.782,6,F#,-6.658,1,major,0.0302,0.133,0.00254,0.0909,0.751,130.327,1yTsEGLUE9IdZDss430ae5,https://p.scdn.co/mp3-preview/47d0972e7a173f50a9c60a05c37011af4f7a0f8e?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:1yTsEGLUE9IdZDss430ae5
Untold Story,Untold Story,0.534,0.954,6,F#,-3.591,0,minor,0.0768,0.106,0.932,0.178,0.158,131.813,2JjLhoWNtG5ArqOgPMW7Po,https://p.scdn.co/mp3-preview/ef66b9c039dcf7938d8a789e23e82e53a6913d72?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:2JjLhoWNtG5ArqOgPMW7Po
I'll Keep it With Mine (Scott Hardkiss Remix),I'll Keep it With Mine (Scott Hardkiss Remix),0.565,0.243,2,D,-13.091,1,major,0.0305,0.655,1.11e-4,0.137,0.273,110.44,5vPARXwuJO0jFrgWj6asc1,https://p.scdn.co/mp3-preview/5ae6b0cc145742f873a231ba617a866653a3e3a8?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:5vPARXwuJO0jFrgWj6asc1
Fly by Night,Fly by Night,0.51,0.352,4,E,-11.546,0,minor,0.037,0.727,0.0372,0.0906,0.212,102.488,5Dk6xTTxAnKi9XEq1pKMab,https://p.scdn.co/mp3-preview/a0f614a96939d406efd36331b40a9a218b9e73bc?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:5Dk6xTTxAnKi9XEq1pKMab
Through & Through,Through & Through,0.472,0.229,4,E,-12.387,1,major,0.0529,0.918,1.61e-5,0.108,0.354,77.956,5d1sK9lD7ondJZSMGs9m0f,https://p.scdn.co/mp3-preview/489fc857ef045aef2c51b6ffd03b47fe38fa8ba5?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:5d1sK9lD7ondJZSMGs9m0f
The Other Man,The Other Man,0.592,0.662,6,F#,-7.122,0,minor,0.0281,0.00118,5.2e-4,0.385,0.495,117.93,5wtifIEA8OilqQAJN5Nj6V,https://p.scdn.co/mp3-preview/52483b40a8832d9c6876c977c1325eab6e1230c9?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:5wtifIEA8OilqQAJN5Nj6V
Trick Pony,Trick Pony,0.692,0.855,5,F,-6.525,1,major,0.0466,0.12,0.0636,0.339,0.722,95.235,52jUZLjWkMbvMSCeHCPCQv,https://p.scdn.co/mp3-preview/fa7d3ebafc45a61ce8e1d66cd1f3d240a7903dc6?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:52jUZLjWkMbvMSCeHCPCQv
The End Of Time,The End Of Time,0.501,0.769,10,A#,-5.241,1,major,0.0301,0.00178,0.0037200000000000002,0.26,0.328,123.048,7M1rwsvZrn5vEYLcSVbE1B,https://p.scdn.co/mp3-preview/31ef9c4076ce91f3c91a6cad11992391782c3b71?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:7M1rwsvZrn5vEYLcSVbE1B
Love Me Like You,Love Me Like You,0.452,0.609,11,B,-5.235,1,major,0.0311,0.0341,0.439,0.0715,0.386,116.133,7efg9kT0H2hELLUUU4iptP,https://p.scdn.co/mp3-preview/3b67a8866e375b119d0ad70fd7909dea5fb3219e?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:7efg9kT0H2hELLUUU4iptP
Basket Ball Get Your Groove Back,Basket Ball Get Your Groove Back,0.749,0.839,5,F,-6.103,1,major,0.0543,0.13,7.44e-6,0.0659,0.908,130.681,55o17XYrraoD59qkSh61pL,https://p.scdn.co/mp3-preview/7643774c25586376037cfb0e27fd4f2a319d6648?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:55o17XYrraoD59qkSh61pL
Deep Thought Process,Deep Thought Process,0.493,0.861,7,G,-3.192,1,major,0.0618,0.446,0.991,0.243,0.474,109.557,1Kk3JQmb62YsH1Rrk8yy8Z,https://p.scdn.co/mp3-preview/270b32bc7cf64bbfe1191a37456cac0e6f0ae5e7?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:1Kk3JQmb62YsH1Rrk8yy8Z
Summer Song,Summer Song,0.879,0.702,11,B,-6.712,0,minor,0.06,0.0104,0.217,0.0301,0.745,124.964,6Xkve4E90leGXrWU4HjUR0,https://p.scdn.co/mp3-preview/4572e452806b46f21c1ce2b6ee6b3e08985eec09?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:6Xkve4E90leGXrWU4HjUR0
This Love's Got to Change,This Love's Got to Change,0.174,0.992,2,D,-3.625,1,major,0.11,1.23e-5,0.691,0.702,0.598,77.224,1hMohwBhrw5BvJkB5A4zbI,https://p.scdn.co/mp3-preview/ba81361c7ce6e9fede395ea8e034baf47491e4ce?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:1hMohwBhrw5BvJkB5A4zbI
Computer,Computer,0.568,0.704,2,D,-8.732,1,major,0.0578,0.0403,0.731,0.0759,0.426,173.001,4dMuaUPtmzmHAytoEfF71R,https://p.scdn.co/mp3-preview/89af3cf7598b1d77ed9b037641b1c054d2b032b0?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:4dMuaUPtmzmHAytoEfF71R
Old White Eye,Old White Eye,0.531,0.695,5,F,-11.604,1,major,0.102,0.471,0.451,0.127,0.325,109.892,2RBEjeuKV2PRpcNgGaaw7b,https://p.scdn.co/mp3-preview/23afecb5041eb03ce46bd6012698788a2332e2e1?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:2RBEjeuKV2PRpcNgGaaw7b
Mariachi Bandits of Gatling Gun Ridge,Mariachi Bandits of Gatling Gun Ridge,0.639,0.588,11,B,-14.133,0,minor,0.0316,0.319,0.956,0.0815,0.354,120.018,7w02LkCrPVfSnV3OG7tcK2,https://p.scdn.co/mp3-preview/1a1eea44cd30131d7896441fc162cbc725af5475?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:7w02LkCrPVfSnV3OG7tcK2
Requiem for a Fish,Requiem for a Fish,0.637,0.751,0,C,-4.755,0,minor,0.0416,8.36e-4,0.666,0.532,0.965,137.644,5ndZGKQNuD79AVFrQoeuHl,https://p.scdn.co/mp3-preview/d47dca0e76cba4f78fed01d88e4c8176c09d9b62?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:5ndZGKQNuD79AVFrQoeuHl
Ships off the Coast,Ships off the Coast,0.119,0.748,7,G,-4.681,1,major,0.0536,4.1e-5,0.921,0.295,0.301,178.526,0fyh4gVSE0gI6IUd5net7a,https://p.scdn.co/mp3-preview/44fd39a5e2ede3ccacb32addf24e6870b82b71f3?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0fyh4gVSE0gI6IUd5net7a
Jupiter the Blue,Jupiter the Blue,0.541,0.351,6,F#,-8.21,1,major,0.0394,0.975,0.938,0.139,0.389,109.412,10VPRU9eRyLpbknR5Gfzjm,https://p.scdn.co/mp3-preview/ea1808c6fe22e9cf1f440ecc9d88cd9be2644d4e?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:10VPRU9eRyLpbknR5Gfzjm
Wild Eyes,Wild Eyes,0.311,0.755,0,C,-5.042,1,major,0.0426,1.3e-5,0.894,0.0529,0.843,115.109,3VbPZBXIdOdRgj0u6AAjmt,https://p.scdn.co/mp3-preview/7a32305c4ea985daee5a8bf0df31e05c3b871337?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:3VbPZBXIdOdRgj0u6AAjmt
Something in the Woods,Something in the Woods,0.491,0.723,6,F#,-13.023,1,major,0.0315,0.0255,0.632,0.105,0.21,162.1,6r3QoyeRi1azj13W1o0vzh,https://p.scdn.co/mp3-preview/8b80da5a9e6f5f63dfc89fd36d736aac7e9f7e4e?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:6r3QoyeRi1azj13W1o0vzh
Utopia,Utopia,0.711,0.881,2,D,-6.937,1,major,0.071,0.059,0.00329,0.0803,0.828,145.005,1xiSH8E7l4f6LR1zB5xru8,https://p.scdn.co/mp3-preview/9f34ca7c43c5b1ebbfb2d2b9ec35fa81079f79e8?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:1xiSH8E7l4f6LR1zB5xru8
Photosphere,Photosphere,0.606,0.256,2,D,-15.565,1,major,0.0409,0.598,0.858,0.0915,0.0387,116.745,5N8vwIobINlQXiWXEc1YKp,https://p.scdn.co/mp3-preview/a35f5f2fe1c368b13007ae65a897a5b9ccb27f3d?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:5N8vwIobINlQXiWXEc1YKp
Crowning Of A Heart,Crowning Of A Heart,0.253,0.576,2,D,-6.477,1,major,0.0298,0.00293,0.0148,0.161,0.157,105.315,7k0qR1HFsUZLrgo0mSd5IX,NA,spotify:track:7k0qR1HFsUZLrgo0mSd5IX
Other Side,Other Side,0.569,0.795,4,E,-4.659,1,major,0.031,0.0105,2.76e-5,0.149,0.499,116.373,5uqntkeUp9djXTXbxMGqSj,https://p.scdn.co/mp3-preview/0aaa1488810b03e82a87fb7e551d4e8b24503c38?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:5uqntkeUp9djXTXbxMGqSj
Plumy Tale,Plumy Tale,0.373,0.783,8,G#,-6.579,1,major,0.0311,4.22e-4,0.921,0.267,0.611,97.918,2rv28aDs6dOtF82hmoKgXD,https://p.scdn.co/mp3-preview/0a9da64c70d9da1223cf06a98fad82bdc54610cb?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:2rv28aDs6dOtF82hmoKgXD
